iter	Logloss
127	0.2110138637
128	0.2095477879
129	0.2088409235
130	0.207687251
131	0.2065332096
132	0.2051358901
133	0.2040192641
134	0.2026654768
135	0.2014986136
136	0.2001904155
137	0.199110978
138	0.1979312792
139	0.1966542467
140	0.1957751405
141	0.1947873183
142	0.1937079513
143	0.193268306
144	0.192176714
145	0.1909417345
146	0.1899564238
147	0.1891905507
148	0.1879430138
149	0.1870724447
150	0.1857522726
151	0.1847640236
152	0.1836477114
153	0.1826985581
154	0.1820795311
155	0.1814713776
156	0.1803111187
157	0.1794625829
158	0.1787114905
159	0.1777819
160	0.1767690324
161	0.1755912223
162	0.1746809154
163	0.1739992541
164	0.1735369
165	0.1727255256
166	0.1718200209
167	0.171079545
168	0.1704973265
169	0.1696402019
170	0.1688678023
171	0.1680612319
172	0.1672731433
173	0.1664259099
174	0.165811898
175	0.1651973997
176	0.164475445
177	0.1639241682
178	0.1630789857
179	0.1624363972
180	0.1619726334
181	0.1612794041
182	0.1605740363
183	0.1597881999
184	0.1591626238
185	0.1582943072
186	0.1576415795
187	0.1569675103
188	0.1562581543
189	0.1555720066
190	0.1549627701
191	0.1541820117
192	0.1535625645
193	0.1528955726
194	0.1522769288
195	0.1517366367
196	0.1509792911
197	0.1504841361
198	0.1498176993
199	0.1489609159
200	0.1484252779
201	0.1479089332
202	0.14738614
203	0.1468963504
204	0.1464225772
205	0.1458748476
206	0.1453957576
207	0.1447940643
208	0.1444140477
209	0.1438375878
210	0.1431692146
211	0.1425465003
212	0.1419369743
213	0.1415020253
214	0.1409430247
215	0.1404951509
216	0.1398821986
217	0.139312018
218	0.138833591
219	0.1384981889
220	0.1381725187
221	0.1376476001
222	0.1372832187
223	0.1367926548
224	0.1361087291
225	0.1355920317
226	0.1351112296
227	0.1346527288
228	0.1342533644
229	0.1336701886
230	0.1331514855
231	0.132519587
232	0.1321518415
233	0.1316803457
234	0.1312752599
235	0.1308167222
236	0.1304657901
237	0.1300047725
238	0.1294741104
239	0.1291364662
240	0.1286113053
241	0.1282424333
242	0.127917178
243	0.1274065231
244	0.1269982337
245	0.1266905459
246	0.1262664617
247	0.1257053392
248	0.125331176
249	0.1248251878
250	0.1244560147
251	0.1240456753
252	0.1236680176
253	0.1231091043
254	0.1226674234
255	0.1221786101
256	0.1219306501
257	0.1214794655
258	0.1209956886
259	0.1203250776
260	0.1199221372
261	0.119581155
262	0.1191148248
263	0.1186759228
264	0.1182157595
265	0.117866307
266	0.1174808519
267	0.117197105
268	0.1168227671
269	0.1165528024
270	0.1162960944
271	0.1158880589
272	0.1155027559
273	0.1151850702
274	0.1147323728
275	0.1143562109
276	0.1140314406
277	0.1136843482
278	0.1134368684
279	0.1131129654
280	0.1127994338
281	0.1125329674
282	0.1121965781
283	0.1118512456
284	0.1116512124
285	0.1114656259
286	0.1111684034
287	0.1109379614
288	0.1105834173
289	0.1102821071
290	0.1099447392
291	0.1095632598
292	0.1092879409
293	0.1089329709
294	0.1086734226
295	0.1083063398
296	0.1080180108
297	0.1076927032
298	0.1073747168
299	0.1070778562
300	0.106694251
301	0.1063374355
302	0.1060049007
303	0.1058435618
304	0.1055796087
305	0.1052192087
306	0.104837228
307	0.1045809682
308	0.1041485318
309	0.1038591418
310	0.1036312484
311	0.103294758
312	0.1029433589
313	0.1027711004
314	0.1025265911
315	0.1022322304
316	0.1018659808
317	0.1016916611
318	0.1014276146
319	0.1012186886
320	0.1009523912
321	0.1006444136
322	0.1003064438
323	0.10015551
324	0.09995947053
325	0.09965804456
326	0.09939334353
327	0.09897875759
328	0.09876932511
329	0.09846520797
330	0.09824041554
331	0.09812857051
332	0.09779715853
333	0.09776606506
334	0.0975219637
335	0.09722876188
336	0.09694516701
337	0.09677882713
338	0.09658861198
339	0.0963381714
340	0.09607676622
341	0.09579869728
342	0.09547649194
343	0.09526097997
344	0.0951270937
345	0.09497262438
346	0.09471871664
347	0.0944962826
348	0.09420490065
349	0.09401623018
350	0.09371988495
351	0.09349030721
352	0.09316179778
353	0.09285988315
354	0.09264025731
355	0.09242951171
356	0.09223620654
357	0.09205900602
358	0.09179505241
359	0.09158109074
360	0.09137960577
361	0.09108723559
362	0.0908691186
363	0.09059479576
364	0.09041152309
365	0.09020234861
366	0.09006960107
367	0.08989321682
368	0.08968877171
369	0.08954577204
370	0.0893659382
371	0.08918488276
372	0.0889437499
373	0.08863232421
374	0.08844567762
375	0.08820913316
376	0.08801792137
377	0.08783443208
378	0.08763030949
379	0.08745700351
380	0.08724809579
381	0.08710110963
382	0.08693652175
383	0.08681807128
384	0.0866320769
385	0.08644990497
386	0.08625865497
387	0.08602911143
388	0.08575948189
389	0.08557872958
390	0.08536349729
391	0.08518849793
392	0.08493140714
393	0.08480209178
394	0.08463191758
395	0.08438359462
396	0.08413899191
397	0.08390560767
398	0.08367124656
399	0.0833942846
400	0.08325307558
401	0.08305232562
402	0.08286585416
403	0.08269579219
404	0.08262385002
405	0.08249122865
406	0.08225224704
407	0.08213548513
408	0.08190224107
409	0.08183520457
410	0.08165492312
411	0.08145951083
412	0.08131085981
413	0.08114037577
414	0.0809041436
415	0.08076576883
416	0.08059247395
417	0.08046104009
418	0.08032875368
419	0.08022698332
420	0.08005845033
421	0.07990854624
422	0.07972000165
423	0.07954388172
424	0.07946840928
425	0.07926144431
426	0.0791458591
427	0.07900896218
428	0.07879614737
429	0.07858159285
430	0.07836215081
431	0.0781823277
432	0.07802341304
433	0.07784758814
434	0.07769522951
435	0.07753956007
436	0.07745253587
437	0.07736466953
438	0.07717795165
439	0.07700882149
440	0.07697323451
441	0.07685688419
442	0.07668532713
443	0.0765695976
444	0.07644424745
445	0.07624280696
446	0.07606873546
447	0.07594743896
448	0.07579645034
449	0.07564596007
450	0.07548949145
451	0.07519876741
452	0.07504438851
453	0.07495684292
454	0.07482907963
455	0.07469321274
456	0.07455300476
457	0.07445680108
458	0.07428737434
459	0.07415687627
460	0.07395788537
461	0.07382042162
462	0.07363462842
463	0.07347871725
464	0.07335391486
465	0.07321066925
466	0.07313324141
467	0.07304880012
468	0.07290093867
469	0.07276928496
470	0.07267518616
471	0.07249476018
472	0.07230431707
473	0.0721558876
474	0.07202731679
475	0.07188600914
476	0.07170604354
477	0.07149292458
478	0.07134442233
479	0.0712588729
480	0.07110602327
481	0.07097928131
482	0.07080520854
483	0.07061775557
484	0.07044151715
485	0.07024331473
486	0.07011988781
487	0.06999680761
488	0.06993822013
489	0.06980465631
490	0.06969308874
491	0.06954185376
492	0.06942652719
493	0.06929191916
494	0.06911224756
495	0.06900371059
496	0.06888533847
497	0.06877334211
498	0.06865115605
499	0.06853919127
500	0.06843062761
501	0.068269606
502	0.06815324336
503	0.06810083115
504	0.06802414681
505	0.06789511971
506	0.06779580066
507	0.0676554641
508	0.06754609301
509	0.06750119246
510	0.06736736872
511	0.06722035219
512	0.06714051698
513	0.06706675573
514	0.06687479168
515	0.06681352546
516	0.06664750116
517	0.06647749984
518	0.06636544971
519	0.06617750404
520	0.06608741943
521	0.06600094285
522	0.06592367334
523	0.06578023942
524	0.06563040578
525	0.06550510235
526	0.06537391403
527	0.06526999057
528	0.0651392294
529	0.06505270933
530	0.06496511301
531	0.06484683632
532	0.06475932804
533	0.06460704355
534	0.06452520973
535	0.06440087776
536	0.06425042345
537	0.06413767736
538	0.06400047935
539	0.06388465058
540	0.0637712573
541	0.06364723829
542	0.06351436592
543	0.06345343932
544	0.06326671955
545	0.06319176347
546	0.0630668004
547	0.06292702748
548	0.06279574489
549	0.06270779621
550	0.0626136926
551	0.06252380589
552	0.06235158712
553	0.06225904548
554	0.06211689707
555	0.06201084712
556	0.06184330424
557	0.06173466261
558	0.06160207802
559	0.06154930452
560	0.06145738352
561	0.06134236341
562	0.06123888292
563	0.06113467643
564	0.06104445923
565	0.0609905666
566	0.06082154152
567	0.06068724878
568	0.06056826586
569	0.06045592036
570	0.06034209227
571	0.06021289378
572	0.06013273687
573	0.06006178032
574	0.06000321163
575	0.05989570695
576	0.05979138749
577	0.05969552862
578	0.05958801598
579	0.05947693211
580	0.05938060255
581	0.05929183407
582	0.0591488107
583	0.05904339343
584	0.0588611884
585	0.05876145546
586	0.05867436842
587	0.05864674885
588	0.05856491403
589	0.05847975122
590	0.05839529739
591	0.05824629577
592	0.05813995374
593	0.05799324015
594	0.05792547653
595	0.05786400956
596	0.05778079248
597	0.05767627873
598	0.05758663111
599	0.05752005028
600	0.0574190645
601	0.05734217225
602	0.05727914629
603	0.05713375458
604	0.05705221608
605	0.0569528946
606	0.0568158436
607	0.05674673676
608	0.05664033948
609	0.05657080999
610	0.0565128935
611	0.05639278224
612	0.05629464812
613	0.05616008003
614	0.05608881272
615	0.05596382619
616	0.05588349047
617	0.05578765992
618	0.05566892696
619	0.05557841053
620	0.05547920866
621	0.05536939326
622	0.05530512916
623	0.05519131438
624	0.05508749663
625	0.05495900597
626	0.05488757842
627	0.05479011814
628	0.05470536216
629	0.0546175716
630	0.05450010254
631	0.05442049597
632	0.05431894078
633	0.05420137146
634	0.05409251817
635	0.05398583645
636	0.05390310845
637	0.05379383831
638	0.05368036143
639	0.05359314979
640	0.05349190119
641	0.0534107209
642	0.05331968063
643	0.05321727308
644	0.05316994047
645	0.05308852085
646	0.0530169529
647	0.05289483705
648	0.0528195387
649	0.05274414704
650	0.05263215443
651	0.05257345511
652	0.05245596676
653	0.0523633445
654	0.05227060948
655	0.05215238975
656	0.05210998908
657	0.0520551625
658	0.0519690829
659	0.0518974218
660	0.05186679593
661	0.05178298979
662	0.05173713819
663	0.05163156888
664	0.05156006572
665	0.05151042956
666	0.05141433294
667	0.05133932623
668	0.05125468324
669	0.05115650331
670	0.05105471087
671	0.05095179269
672	0.05088138278
673	0.05082945972
674	0.05068918161
675	0.05058805646
676	0.05051500669
677	0.05044867154
678	0.0503712503
679	0.050309484
680	0.05019825516
681	0.05009945481
682	0.05002114073
683	0.04993732516
684	0.0498319843
685	0.04972669412
686	0.04962373878
687	0.04956497127
688	0.04950168295
689	0.04945062999
690	0.04935110954
691	0.04929681366
692	0.04920135124
693	0.04916297851
694	0.04910619801
695	0.04904822331
696	0.04901503044
697	0.04894268871
698	0.04887663073
699	0.04877997829
700	0.04874407655
701	0.04870968088
702	0.04862021658
703	0.04856861722
704	0.04848324749
705	0.04839774514
706	0.04832970503
707	0.04827291033
708	0.04820327053
709	0.04811925341
710	0.04801176389
711	0.04797758836
712	0.04789340925
713	0.04779770384
714	0.04773488722
715	0.04769433408
716	0.04761403422
717	0.04753421185
718	0.04743493691
719	0.04736375406
720	0.04729040801
721	0.04723273895
722	0.04717510397
723	0.0470683311
724	0.04700096259
725	0.04692121662
726	0.04687092146
727	0.04680022965
728	0.0467530653
729	0.04663903842
730	0.04656532267
731	0.04650981206
732	0.04647555794
733	0.04640418918
734	0.04634936675
735	0.04628681748
736	0.04623814423
737	0.04616040963
738	0.0461195914
739	0.04605827995
740	0.04595373554
741	0.0459261842
742	0.04580184654
743	0.04572756333
744	0.04567315325
745	0.04559198985
746	0.04553984409
747	0.04548059269
748	0.04541470487
749	0.04530609441
750	0.04523367248
751	0.045184269
752	0.04511283447
753	0.04501708879
754	0.04492649693
755	0.0448307213
756	0.04475803534
757	0.04467985282
758	0.0446090757
759	0.04457308907
760	0.04449488252
761	0.04445478592
762	0.04435227374
763	0.04428580849
764	0.04422337013
765	0.04416022328
766	0.04407896986
767	0.0440036815
768	0.0439440568
769	0.04390610108
770	0.04387424048
771	0.04382836105
772	0.04378125575
773	0.0437367105
774	0.04366921642
775	0.04359007878
776	0.04355138805
777	0.04346956575
778	0.04339188814
779	0.04334252703
780	0.04329472682
781	0.04325882775
782	0.04320524445
783	0.04312153749
784	0.0430677696
785	0.04298912638
786	0.04287799764
787	0.04280907792
788	0.0427529166
789	0.04271332361
790	0.04263893287
791	0.04257250011
792	0.04252954374
793	0.04248413684
794	0.04238451156
795	0.04229046574
796	0.042229431
797	0.04216453044
798	0.04214198658
799	0.04210721907
800	0.04207052183
801	0.04201892845
802	0.04195925281
803	0.04188316942
804	0.04183032468
805	0.04172419925
806	0.0416280859
807	0.0415472572
808	0.0414963972
809	0.04144564119
810	0.04137667924
811	0.04129576885
812	0.04123217903
813	0.04116722601
814	0.04110765691
815	0.04104968035
816	0.04099471378
817	0.04093847467
818	0.04089248992
819	0.04081789203
820	0.04074321936
821	0.04067513257
822	0.04057667823
823	0.0405154187
824	0.04046473837
825	0.04040533449
826	0.04036378347
827	0.04026985882
828	0.04024063844
829	0.04018204754
830	0.0401035469
831	0.04005001885
832	0.03999554667
833	0.03993133931
834	0.03984705033
835	0.03980101033
836	0.03976124057
837	0.03967111999
838	0.03962114467
839	0.03957713652
840	0.03951867394
841	0.03945946935
842	0.03944390346
843	0.03939082401
844	0.03933928704
845	0.03929958209
846	0.03926105817
847	0.03920517373
848	0.03912476958
849	0.03906034327
850	0.03899807762
851	0.03892457946
852	0.03888848533
853	0.03882964538
854	0.03876525953
855	0.03870300432
856	0.03864220477
857	0.03859515855
858	0.03853976731
859	0.03848626457
860	0.03844943221
861	0.03841445824
862	0.03836865407
863	0.03829485076
864	0.03823257348
865	0.038195181
866	0.03812000954
867	0.03806417784
868	0.03802669311
869	0.03796271782
870	0.03785048435
871	0.03778607825
872	0.03772518448
873	0.03767048
874	0.03761575069
875	0.03755694554
876	0.03751792358
877	0.03744407404
878	0.03736346231
879	0.0373152819
880	0.03725589713
881	0.03719355696
882	0.03710645544
883	0.03706253284
884	0.03700573281
885	0.03695475568
886	0.03693023993
887	0.03686980406
888	0.03683684448
889	0.0367672555
890	0.03668599184
891	0.03661773273
892	0.03657394448
893	0.03650721641
894	0.03645403501
895	0.03640638397
896	0.03633849077
897	0.03627520005
898	0.03620544636
899	0.03617568808
900	0.03612579882
901	0.03604656644
902	0.03598052734
903	0.03591360747
904	0.03584335069
905	0.03576604021
906	0.03571472035
907	0.03565998606
908	0.03560133628
909	0.03554215778
910	0.03551333002
911	0.03545586437
912	0.03540214935
913	0.03536915753
914	0.03532481458
915	0.03525472899
916	0.03519771886
917	0.03516656776
918	0.03510660514
919	0.03506403945
920	0.03502758297
921	0.03498657645
922	0.03496028427
923	0.03491910039
924	0.03485745844
925	0.03481401506
926	0.03474997965
927	0.03469715688
928	0.03464908873
929	0.03459062643
930	0.03452812186
931	0.03448004881
932	0.03440383877
933	0.03435376242
934	0.03431298947
935	0.03425891274
936	0.03421375295
937	0.03417160362
938	0.03414734343
939	0.03409578941
940	0.03404688346
941	0.03400342475
942	0.03394746987
943	0.03390673754
944	0.03386815125
945	0.03380180509
946	0.03374283978
947	0.03370061945
948	0.0336218548
949	0.03358328467
950	0.03354068995
951	0.03348854405
952	0.03343700235
953	0.0333904676
954	0.03335173146
955	0.03330923911
956	0.03327315455
957	0.03322146114
958	0.03318110138
959	0.03313142208
960	0.03308480237
961	0.03304581931
962	0.03300816357
963	0.03292725616
964	0.0328765801
965	0.03282787846
966	0.03280138145
967	0.0327491562
968	0.03269922462
969	0.03263951733
970	0.03259833068
971	0.03253448374
972	0.0324846003
973	0.03243878357
974	0.03237638509
975	0.03231666921
976	0.03226590751
977	0.03220489095
978	0.03213291593
979	0.03210287255
980	0.03207023438
981	0.03204388592
982	0.03201196683
983	0.03196538024
984	0.0319169673
985	0.03187662474
986	0.03181303886
987	0.03175958502
988	0.03171202801
989	0.03166439944
990	0.0316133452
991	0.03155857264
992	0.03151593358
993	0.03148324446
994	0.03143218906
995	0.03137837836
996	0.03130420375
997	0.03126181442
998	0.0312193917
999	0.03114731155
